device_name,device_type,eq_variant,data_source,loss_type,score_before_eq,score_with_eq,score_delta,preamp_db,num_filters,generator_version,generated_at,source_file,f1_type,f1_fc_hz,f1_gain_db,f1_q,f2_type,f2_fc_hz,f2_gain_db,f2_q,f3_type,f3_fc_hz,f3_gain_db,f3_q,f4_type,f4_fc_hz,f4_gain_db,f4_q,f5_type,f5_fc_hz,f5_gain_db,f5_q,f6_type,f6_fc_hz,f6_gain_db,f6_q,f7_type,f7_fc_hz,f7_gain_db,f7_q,f8_type,f8_fc_hz,f8_gain_db,f8_q,f9_type,f9_fc_hz,f9_gain_db,f9_q,f10_type,f10_fc_hz,f10_gain_db,f10_q,f11_type,f11_fc_hz,f11_gain_db,f11_q,f12_type,f12_fc_hz,f12_gain_db,f12_q,f13_type,f13_fc_hz,f13_gain_db,f13_q,f14_type,f14_fc_hz,f14_gain_db,f14_q,f15_type,f15_fc_hz,f15_gain_db,f15_q,f16_type,f16_fc_hz,f16_gain_db,f16_q,f17_type,f17_fc_hz,f17_gain_db,f17_q,f18_type,f18_fc_hz,f18_gain_db,f18_q,f19_type,f19_fc_hz,f19_gain_db,f19_q,f20_type,f20_fc_hz,f20_gain_db,f20_q,f21_type,f21_fc_hz,f21_gain_db,f21_q,f22_type,f22_fc_hz,f22_gain_db,f22_q,f23_type,f23_fc_hz,f23_gain_db,f23_q,f24_type,f24_fc_hz,f24_gain_db,f24_q,f25_type,f25_fc_hz,f25_gain_db,f25_q,f26_type,f26_fc_hz,f26_gain_db,f26_q,f27_type,f27_fc_hz,f27_gain_db,f27_q,f28_type,f28_fc_hz,f28_gain_db,f28_q,f29_type,f29_fc_hz,f29_gain_db,f29_q,f30_type,f30_fc_hz,f30_gain_db,f30_q,f31_type,f31_fc_hz,f31_gain_db,f31_q
DAS Audio ARTEC 506A,speaker,autoeq,Vendors-DAS Audio,,4.82,5.97,1.1499999999999995,-3.0,9,0.24,2023-08-05-04:50:15,eq/DAS Audio ARTEC 506A/iir-autoeq.txt,PK,125.0,-1.66,1.16,PK,366.0,1.4,2.19,PK,668.0,1.35,2.34,PK,965.0,-1.21,0.48,PK,1491.0,2.56,2.4,PK,3438.0,1.62,0.95,PK,6276.0,-1.97,2.72,PK,7930.0,1.06,1.82,PK,14965.0,2.92,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAS Audio ARTEC 508A,speaker,dbx-1215,Vendors-DAS Audio,,4.85,5.04,0.1900000000000004,-0.7,15,0.24,2023-08-04-23:32:22,eq/DAS Audio ARTEC 508A/iir-autoeq-dbx-1215.txt,PK,25.0,0.5,2.14,PK,40.0,0.5,2.14,PK,63.0,0.5,2.14,PK,100.0,-0.25,2.14,PK,160.0,-0.25,2.14,PK,250.0,-0.25,2.14,PK,400.0,-0.5,2.14,PK,630.0,0.25,2.14,PK,1000.0,-0.25,2.14,PK,1600.0,0.25,2.14,PK,2500.0,0.5,2.14,PK,4000.0,0.5,2.14,PK,6300.0,0.0,2.14,PK,10000.0,0.5,2.14,PK,16000.0,0.0,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAS Audio ARTEC 508A,speaker,dbx-1231,Vendors-DAS Audio,,4.85,5.16,0.3100000000000005,-1.1,31,0.24,2023-08-04-23:45:03,eq/DAS Audio ARTEC 508A/iir-autoeq-dbx-1231.txt,PK,20.0,0.0,4.32,PK,25.0,0.5,4.32,PK,31.0,0.5,4.32,PK,40.0,0.5,4.32,PK,50.0,0.5,4.32,PK,63.0,0.5,4.32,PK,80.0,0.0,4.32,PK,100.0,-0.25,4.32,PK,125.0,0.0,4.32,PK,160.0,-0.25,4.32,PK,200.0,-0.25,4.32,PK,250.0,-0.25,4.32,PK,315.0,0.0,4.32,PK,400.0,-0.5,4.32,PK,500.0,-0.25,4.32,PK,630.0,0.25,4.32,PK,800.0,0.25,4.32,PK,1000.0,0.0,4.32,PK,1250.0,0.25,4.32,PK,1600.0,0.25,4.32,PK,2000.0,0.5,4.32,PK,2500.0,0.75,4.32,PK,3150.0,0.75,4.32,PK,4000.0,0.5,4.32,PK,5000.0,0.5,4.32,PK,6300.0,0.25,4.32,PK,8000.0,0.5,4.32,PK,10000.0,0.75,4.32,PK,12000.0,0.75,4.32,PK,16000.0,0.5,4.32,PK,20000.0,0.0,4.32
DAS Audio ARTEC 508A,speaker,autoeq,Vendors-DAS Audio,,4.85,6.25,1.4000000000000004,-3.7,9,0.24,2023-08-05-01:54:01,eq/DAS Audio ARTEC 508A/iir-autoeq.txt,LS,75.0,-0.01,1.2,PK,245.0,-1.92,0.89,PK,309.0,1.94,2.52,PK,432.0,-2.43,2.05,PK,646.0,1.87,2.44,PK,2082.0,2.42,2.14,PK,3438.0,2.66,1.06,PK,6276.0,-0.81,2.69,PK,11077.0,2.92,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAS Audio ARTEC 510A,speaker,dbx-1215,Vendors-DAS Audio,,3.49,3.8,0.3099999999999996,-0.7,15,0.24,2023-08-04-23:29:13,eq/DAS Audio ARTEC 510A/iir-autoeq-dbx-1215.txt,PK,25.0,0.5,2.14,PK,40.0,0.5,2.14,PK,63.0,0.5,2.14,PK,100.0,0.0,2.14,PK,160.0,-0.25,2.14,PK,250.0,-0.25,2.14,PK,400.0,0.25,2.14,PK,630.0,-0.25,2.14,PK,1000.0,0.0,2.14,PK,1600.0,0.25,2.14,PK,2500.0,0.5,2.14,PK,4000.0,-0.25,2.14,PK,6300.0,0.0,2.14,PK,10000.0,-0.25,2.14,PK,16000.0,-0.25,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAS Audio ARTEC 510A,speaker,dbx-1231,Vendors-DAS Audio,,3.49,4.21,0.7199999999999998,-1.2,31,0.24,2023-08-04-23:41:24,eq/DAS Audio ARTEC 510A/iir-autoeq-dbx-1231.txt,PK,20.0,0.0,4.32,PK,25.0,0.75,4.32,PK,31.0,0.75,4.32,PK,40.0,0.75,4.32,PK,50.0,0.75,4.32,PK,63.0,0.75,4.32,PK,80.0,0.75,4.32,PK,100.0,0.0,4.32,PK,125.0,0.0,4.32,PK,160.0,-0.25,4.32,PK,200.0,-0.5,4.32,PK,250.0,-0.25,4.32,PK,315.0,-0.25,4.32,PK,400.0,0.25,4.32,PK,500.0,0.5,4.32,PK,630.0,-0.5,4.32,PK,800.0,0.25,4.32,PK,1000.0,-0.25,4.32,PK,1250.0,-0.25,4.32,PK,1600.0,0.25,4.32,PK,2000.0,0.5,4.32,PK,2500.0,0.5,4.32,PK,3150.0,0.25,4.32,PK,4000.0,-0.25,4.32,PK,5000.0,-0.25,4.32,PK,6300.0,0.0,4.32,PK,8000.0,0.0,4.32,PK,10000.0,-0.25,4.32,PK,12000.0,0.25,4.32,PK,16000.0,0.0,4.32,PK,20000.0,0.0,4.32
DAS Audio ARTEC 510A,speaker,autoeq,Vendors-DAS Audio,,3.49,5.52,2.0299999999999994,-3.2,9,0.24,2023-08-05-01:28:12,eq/DAS Audio ARTEC 510A/iir-autoeq.txt,LS,121.0,2.96,0.5,PK,478.0,2.96,2.76,PK,646.0,-2.95,2.99,PK,817.0,2.92,0.81,PK,1141.0,-1.82,2.73,PK,2153.0,2.24,0.78,PK,2631.0,2.69,1.74,PK,4492.0,-1.27,2.02,LS,5677.0,-1.85,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAS Audio ARTEC 526A,speaker,dbx-1215,Vendors-DAS Audio,,4.79,4.85,0.05999999999999961,-0.8,15,0.24,2023-08-04-23:30:16,eq/DAS Audio ARTEC 526A/iir-autoeq-dbx-1215.txt,PK,25.0,0.5,2.14,PK,40.0,0.5,2.14,PK,63.0,0.5,2.14,PK,100.0,0.25,2.14,PK,160.0,-0.25,2.14,PK,250.0,0.0,2.14,PK,400.0,0.0,2.14,PK,630.0,0.0,2.14,PK,1000.0,0.0,2.14,PK,1600.0,0.25,2.14,PK,2500.0,0.25,2.14,PK,4000.0,0.25,2.14,PK,6300.0,0.25,2.14,PK,10000.0,0.75,2.14,PK,16000.0,0.5,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAS Audio ARTEC 526A,speaker,dbx-1231,Vendors-DAS Audio,,4.79,4.99,0.20000000000000018,-1.0,31,0.24,2023-08-04-23:42:34,eq/DAS Audio ARTEC 526A/iir-autoeq-dbx-1231.txt,PK,20.0,0.0,4.32,PK,25.0,0.25,4.32,PK,31.0,0.25,4.32,PK,40.0,0.25,4.32,PK,50.0,0.25,4.32,PK,63.0,0.25,4.32,PK,80.0,0.25,4.32,PK,100.0,0.0,4.32,PK,125.0,0.0,4.32,PK,160.0,0.0,4.32,PK,200.0,-0.25,4.32,PK,250.0,0.0,4.32,PK,315.0,0.0,4.32,PK,400.0,0.0,4.32,PK,500.0,0.0,4.32,PK,630.0,0.25,4.32,PK,800.0,0.0,4.32,PK,1000.0,0.25,4.32,PK,1250.0,0.25,4.32,PK,1600.0,0.5,4.32,PK,2000.0,0.25,4.32,PK,2500.0,0.5,4.32,PK,3150.0,0.5,4.32,PK,4000.0,0.5,4.32,PK,5000.0,0.5,4.32,PK,6300.0,0.5,4.32,PK,8000.0,0.75,4.32,PK,10000.0,0.75,4.32,PK,12000.0,0.75,4.32,PK,16000.0,0.5,4.32,PK,20000.0,0.0,4.32
DAS Audio ARTEC 526A,speaker,autoeq,Vendors-DAS Audio,,4.89,6.04,1.1500000000000004,-2.8,7,0.26,2024-03-19-16:28:59,eq/DAS Audio ARTEC 526A/iir-autoeq.txt,PK,77.0,2.22,2.99,PK,197.0,-2.6,3.0,PK,689.0,1.26,2.57,PK,792.0,-2.23,2.91,PK,2168.0,-0.88,2.94,PK,6361.0,-2.32,2.97,PK,10707.0,2.93,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAS Audio Vantec 12A,speaker,dbx-1215,Vendors-DAS Audio,,0.72,0.81,0.09000000000000008,-0.7,15,0.24,2023-08-04-23:32:18,eq/DAS Audio Vantec 12A/iir-autoeq-dbx-1215.txt,PK,25.0,0.5,2.14,PK,40.0,0.5,2.14,PK,63.0,0.5,2.14,PK,100.0,-0.25,2.14,PK,160.0,-0.25,2.14,PK,250.0,0.0,2.14,PK,400.0,0.0,2.14,PK,630.0,-0.25,2.14,PK,1000.0,0.0,2.14,PK,1600.0,0.0,2.14,PK,2500.0,0.75,2.14,PK,4000.0,0.0,2.14,PK,6300.0,-0.25,2.14,PK,10000.0,0.0,2.14,PK,16000.0,-1.0,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAS Audio Vantec 12A,speaker,dbx-1231,Vendors-DAS Audio,,0.72,0.89,0.17000000000000004,-0.8,31,0.24,2023-08-04-23:44:59,eq/DAS Audio Vantec 12A/iir-autoeq-dbx-1231.txt,PK,20.0,0.0,4.32,PK,25.0,0.25,4.32,PK,31.0,0.25,4.32,PK,40.0,0.25,4.32,PK,50.0,0.25,4.32,PK,63.0,0.25,4.32,PK,80.0,0.0,4.32,PK,100.0,-0.25,4.32,PK,125.0,-0.25,4.32,PK,160.0,-0.25,4.32,PK,200.0,0.0,4.32,PK,250.0,0.0,4.32,PK,315.0,0.0,4.32,PK,400.0,0.0,4.32,PK,500.0,0.25,4.32,PK,630.0,-0.25,4.32,PK,800.0,0.0,4.32,PK,1000.0,0.0,4.32,PK,1250.0,0.5,4.32,PK,1600.0,0.0,4.32,PK,2000.0,0.25,4.32,PK,2500.0,0.75,4.32,PK,3150.0,0.0,4.32,PK,4000.0,0.25,4.32,PK,5000.0,0.0,4.32,PK,6300.0,-0.25,4.32,PK,8000.0,0.25,4.32,PK,10000.0,0.0,4.32,PK,12000.0,0.25,4.32,PK,16000.0,-0.75,4.32,PK,20000.0,0.0,4.32
DAS Audio Vantec 12A,speaker,autoeq,Vendors-DAS Audio,,0.71,2.42,1.71,-2.0,7,0.26,2024-03-19-16:33:44,eq/DAS Audio Vantec 12A/iir-autoeq.txt,PK,88.0,-2.53,3.0,PK,184.0,-2.6,1.72,PK,522.0,2.18,3.0,PK,2670.0,3.0,3.0,PK,3289.0,-3.77,3.0,PK,5934.0,-5.83,0.85,PK,15150.0,-9.0,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAS Audio Vantec 15A,speaker,dbx-1215,Vendors-DAS Audio,,1.13,1.22,0.09000000000000008,-1.1,15,0.24,2023-08-04-23:29:15,eq/DAS Audio Vantec 15A/iir-autoeq-dbx-1215.txt,PK,25.0,0.5,2.14,PK,40.0,0.5,2.14,PK,63.0,0.75,2.14,PK,100.0,-0.25,2.14,PK,160.0,-0.25,2.14,PK,250.0,-0.25,2.14,PK,400.0,-0.25,2.14,PK,630.0,-0.25,2.14,PK,1000.0,0.0,2.14,PK,1600.0,1.0,2.14,PK,2500.0,0.75,2.14,PK,4000.0,0.25,2.14,PK,6300.0,-0.25,2.14,PK,10000.0,-0.25,2.14,PK,16000.0,-1.0,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAS Audio Vantec 15A,speaker,dbx-1231,Vendors-DAS Audio,,1.13,1.38,0.25,-1.3,31,0.24,2023-08-04-23:41:23,eq/DAS Audio Vantec 15A/iir-autoeq-dbx-1231.txt,PK,20.0,0.0,4.32,PK,25.0,0.5,4.32,PK,31.0,0.5,4.32,PK,40.0,0.5,4.32,PK,50.0,0.5,4.32,PK,63.0,0.75,4.32,PK,80.0,-0.25,4.32,PK,100.0,-0.25,4.32,PK,125.0,-0.5,4.32,PK,160.0,-0.25,4.32,PK,200.0,-0.25,4.32,PK,250.0,-0.25,4.32,PK,315.0,0.0,4.32,PK,400.0,-0.25,4.32,PK,500.0,0.25,4.32,PK,630.0,-0.25,4.32,PK,800.0,0.25,4.32,PK,1000.0,0.0,4.32,PK,1250.0,0.5,4.32,PK,1600.0,1.0,4.32,PK,2000.0,0.75,4.32,PK,2500.0,0.75,4.32,PK,3150.0,0.25,4.32,PK,4000.0,0.25,4.32,PK,5000.0,0.25,4.32,PK,6300.0,-0.25,4.32,PK,8000.0,0.0,4.32,PK,10000.0,-0.25,4.32,PK,12000.0,0.25,4.32,PK,16000.0,-1.0,4.32,PK,20000.0,0.0,4.32
DAS Audio Vantec 15A,speaker,autoeq,Vendors-DAS Audio,,0.8,2.61,1.8099999999999998,-1.0,7,0.26,2024-03-19-16:34:04,eq/DAS Audio Vantec 15A/iir-autoeq.txt,PK,125.0,-4.28,2.12,PK,395.0,-3.26,1.41,PK,504.0,3.0,3.0,PK,2168.0,2.02,0.77,PK,3405.0,-3.65,1.78,PK,8110.0,-5.08,0.75,PK,15150.0,-9.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAS Audio Vantec 20A,speaker,dbx-1215,Vendors-DAS Audio,,,,,-0.2,15,0.24,2023-08-04-23:34:27,eq/DAS Audio Vantec 20A/iir-autoeq-dbx-1215.txt,PK,25.0,0.25,2.14,PK,40.0,0.25,2.14,PK,63.0,-1.25,2.14,PK,100.0,-1.0,2.14,PK,160.0,-1.0,2.14,PK,250.0,-0.75,2.14,PK,400.0,-0.5,2.14,PK,630.0,0.25,2.14,PK,1000.0,0.0,2.14,PK,1600.0,0.0,2.14,PK,2500.0,-0.25,2.14,PK,4000.0,-0.25,2.14,PK,6300.0,0.0,2.14,PK,10000.0,-0.25,2.14,PK,16000.0,-0.25,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAS Audio Vantec 20A,speaker,dbx-1231,Vendors-DAS Audio,,,,,-0.6,31,0.24,2023-08-04-23:45:42,eq/DAS Audio Vantec 20A/iir-autoeq-dbx-1231.txt,PK,20.0,0.0,4.32,PK,25.0,0.25,4.32,PK,31.0,0.25,4.32,PK,40.0,0.25,4.32,PK,50.0,-1.0,4.32,PK,63.0,-1.25,4.32,PK,80.0,-1.0,4.32,PK,100.0,-1.0,4.32,PK,125.0,-1.0,4.32,PK,160.0,-1.0,4.32,PK,200.0,-0.75,4.32,PK,250.0,-0.75,4.32,PK,315.0,-0.25,4.32,PK,400.0,-0.5,4.32,PK,500.0,-0.25,4.32,PK,630.0,0.25,4.32,PK,800.0,0.5,4.32,PK,1000.0,0.25,4.32,PK,1250.0,0.0,4.32,PK,1600.0,0.25,4.32,PK,2000.0,0.0,4.32,PK,2500.0,-0.25,4.32,PK,3150.0,0.0,4.32,PK,4000.0,0.0,4.32,PK,5000.0,0.25,4.32,PK,6300.0,0.25,4.32,PK,8000.0,0.5,4.32,PK,10000.0,-0.25,4.32,PK,12000.0,-0.75,4.32,PK,16000.0,-0.25,4.32,PK,20000.0,0.0,4.32
DAS Audio Vantec 20A,speaker,autoeq,Vendors-DAS Audio,,,,,-0.3,7,0.24,2023-08-04-23:10:44,eq/DAS Audio Vantec 20A/iir-autoeq.txt,PK,82.0,-3.0,0.29,PK,321.0,-2.22,0.25,PK,660.0,2.84,2.08,PK,12819.0,-5.05,2.59,PK,1854.0,0.88,1.75,PK,5568.0,1.61,2.91,PK,3445.0,-2.65,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dayton Audio B452-AIR,speaker,dbx-1215,Misc,,,,,-0.2,15,0.24,2023-08-04-23:28:45,eq/Dayton Audio B452-AIR/iir-autoeq-dbx-1215.txt,PK,25.0,0.0,2.14,PK,40.0,0.0,2.14,PK,63.0,0.0,2.14,PK,100.0,0.0,2.14,PK,160.0,0.0,2.14,PK,250.0,0.0,2.14,PK,400.0,0.25,2.14,PK,630.0,0.0,2.14,PK,1000.0,-0.25,2.14,PK,1600.0,-0.25,2.14,PK,2500.0,0.25,2.14,PK,4000.0,-0.5,2.14,PK,6300.0,-0.25,2.14,PK,10000.0,-0.75,2.14,PK,16000.0,-0.75,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dayton Audio B452-AIR,speaker,dbx-1231,Misc,,,,,-0.2,31,0.24,2023-08-04-23:40:58,eq/Dayton Audio B452-AIR/iir-autoeq-dbx-1231.txt,PK,20.0,0.0,4.32,PK,25.0,0.0,4.32,PK,31.0,0.0,4.32,PK,40.0,0.0,4.32,PK,50.0,0.0,4.32,PK,63.0,0.0,4.32,PK,80.0,0.0,4.32,PK,100.0,0.0,4.32,PK,125.0,0.0,4.32,PK,160.0,0.0,4.32,PK,200.0,0.0,4.32,PK,250.0,0.0,4.32,PK,315.0,0.0,4.32,PK,400.0,0.25,4.32,PK,500.0,0.0,4.32,PK,630.0,0.0,4.32,PK,800.0,-0.25,4.32,PK,1000.0,-0.25,4.32,PK,1250.0,-0.5,4.32,PK,1600.0,-0.25,4.32,PK,2000.0,0.25,4.32,PK,2500.0,0.25,4.32,PK,3150.0,-0.25,4.32,PK,4000.0,-0.25,4.32,PK,5000.0,-0.25,4.32,PK,6300.0,-0.25,4.32,PK,8000.0,-0.5,4.32,PK,10000.0,-0.75,4.32,PK,12000.0,-0.75,4.32,PK,16000.0,-0.75,4.32,PK,20000.0,0.0,4.32
Dayton Audio B452-AIR,speaker,autoeq,Misc,,,,,-2.6,7,0.26,2024-03-19-16:21:53,eq/Dayton Audio B452-AIR/iir-autoeq.txt,PK,227.0,1.12,2.99,PK,395.0,1.99,3.0,PK,1333.0,-3.92,1.25,PK,2023.0,2.99,2.88,PK,2406.0,2.19,2.38,PK,11476.0,-5.43,0.79,PK,15150.0,-1.16,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dayton Audio B652-AIR,speaker,dbx-1215,ASR,,1.68,2.06,0.3800000000000001,-0.7,15,0.24,2023-08-04-23:34:17,eq/Dayton Audio B652-AIR/iir-autoeq-dbx-1215.txt,PK,25.0,0.5,2.14,PK,40.0,0.5,2.14,PK,63.0,0.5,2.14,PK,100.0,0.5,2.14,PK,160.0,0.0,2.14,PK,250.0,0.25,2.14,PK,400.0,0.0,2.14,PK,630.0,0.0,2.14,PK,1000.0,-0.25,2.14,PK,1600.0,0.0,2.14,PK,2500.0,0.0,2.14,PK,4000.0,-0.5,2.14,PK,6300.0,0.25,2.14,PK,10000.0,-0.25,2.14,PK,16000.0,0.5,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dayton Audio B652-AIR,speaker,dbx-1231,ASR,,1.68,2.08,0.40000000000000013,-0.8,31,0.24,2023-08-04-23:45:14,eq/Dayton Audio B652-AIR/iir-autoeq-dbx-1231.txt,PK,20.0,0.0,4.32,PK,25.0,0.5,4.32,PK,31.0,0.5,4.32,PK,40.0,0.5,4.32,PK,50.0,0.5,4.32,PK,63.0,0.5,4.32,PK,80.0,0.5,4.32,PK,100.0,0.5,4.32,PK,125.0,0.25,4.32,PK,160.0,0.0,4.32,PK,200.0,0.25,4.32,PK,250.0,0.25,4.32,PK,315.0,0.25,4.32,PK,400.0,0.25,4.32,PK,500.0,0.0,4.32,PK,630.0,0.0,4.32,PK,800.0,0.0,4.32,PK,1000.0,0.0,4.32,PK,1250.0,-0.25,4.32,PK,1600.0,0.0,4.32,PK,2000.0,0.0,4.32,PK,2500.0,0.0,4.32,PK,3150.0,0.0,4.32,PK,4000.0,-0.5,4.32,PK,5000.0,0.25,4.32,PK,6300.0,0.5,4.32,PK,8000.0,0.25,4.32,PK,10000.0,0.0,4.32,PK,12000.0,-0.5,4.32,PK,16000.0,0.5,4.32,PK,20000.0,0.0,4.32
Dayton Audio B652-AIR,speaker,autoeq,ASR,,1.46,4.24,2.7800000000000002,-3.0,7,0.26,2024-03-19-16:30:17,eq/Dayton Audio B652-AIR/iir-autoeq.txt,PK,67.0,3.0,0.79,PK,321.0,2.56,2.78,PK,1244.0,-2.32,2.99,PK,3779.0,-8.98,2.99,PK,4495.0,2.92,0.91,PK,11476.0,-7.23,1.6,PK,16239.0,2.92,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dayton Audio B652-AIR,speaker,flipflop,,,,,,-5.4,20,,05-07-2020 18:56:33,eq/Dayton Audio B652-AIR/iir-flipflop.txt,PK,380.0,-1.4,10.0,PK,450.0,-2.6,10.0,PK,610.0,-2.5,3.0,PK,770.0,-0.8,8.0,PK,953.0,-4.7,5.0,PK,1135.0,5.0,5.0,PK,1205.0,-7.5,4.988,PK,1861.0,-3.6,1.147,PK,2566.0,5.0,1.0,PK,2874.0,-7.5,2.944,PK,3178.0,3.6,4.895,PK,3721.0,-8.4,5.0,PK,5760.0,-2.0,17.0,PK,6450.0,2.5,18.0,PK,7186.0,3.4,1.0,PK,7820.0,1.8,10.0,PK,8530.0,-2.5,12.0,PK,11177.0,-5.2,1.914,PK,12480.0,-1.2,10.0,PK,16400.0,4.3,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dayton Audio C452-AIR,speaker,dbx-1215,Misc,,0.08,0.4,0.32,-0.4,15,0.24,2023-08-04-23:28:44,eq/Dayton Audio C452-AIR/iir-autoeq-dbx-1215.txt,PK,25.0,0.0,2.14,PK,40.0,0.0,2.14,PK,63.0,0.0,2.14,PK,100.0,0.0,2.14,PK,160.0,0.0,2.14,PK,250.0,0.0,2.14,PK,400.0,0.0,2.14,PK,630.0,0.0,2.14,PK,1000.0,-0.25,2.14,PK,1600.0,0.0,2.14,PK,2500.0,0.5,2.14,PK,4000.0,-0.25,2.14,PK,6300.0,-0.25,2.14,PK,10000.0,-0.25,2.14,PK,16000.0,-0.5,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dayton Audio C452-AIR,speaker,dbx-1231,Misc,,0.08,0.55,0.47000000000000003,-0.6,31,0.24,2023-08-04-23:40:56,eq/Dayton Audio C452-AIR/iir-autoeq-dbx-1231.txt,PK,20.0,0.0,4.32,PK,25.0,0.0,4.32,PK,31.0,0.0,4.32,PK,40.0,0.0,4.32,PK,50.0,0.0,4.32,PK,63.0,0.0,4.32,PK,80.0,0.0,4.32,PK,100.0,0.0,4.32,PK,125.0,0.0,4.32,PK,160.0,0.0,4.32,PK,200.0,0.0,4.32,PK,250.0,0.0,4.32,PK,315.0,0.0,4.32,PK,400.0,0.0,4.32,PK,500.0,0.0,4.32,PK,630.0,0.0,4.32,PK,800.0,0.0,4.32,PK,1000.0,0.0,4.32,PK,1250.0,-0.25,4.32,PK,1600.0,0.0,4.32,PK,2000.0,0.5,4.32,PK,2500.0,0.5,4.32,PK,3150.0,0.25,4.32,PK,4000.0,0.0,4.32,PK,5000.0,0.25,4.32,PK,6300.0,-0.25,4.32,PK,8000.0,0.0,4.32,PK,10000.0,0.0,4.32,PK,12000.0,-0.5,4.32,PK,16000.0,-0.25,4.32,PK,20000.0,0.0,4.32
Dayton Audio C452-AIR,speaker,autoeq,Misc,,,,,-1.6,7,0.26,2024-03-19-16:56:22,eq/Dayton Audio C452-AIR/iir-autoeq.txt,PK,279.0,-1.43,2.99,PK,600.0,-1.84,1.44,PK,1333.0,-5.14,1.28,PK,1954.0,2.9,2.59,PK,2324.0,1.91,2.18,PK,6144.0,-3.63,1.13,PK,12736.0,-7.0,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dayton Audio MK402,speaker,dbx-1215,Misc,,,,,-0.3,15,0.24,2023-08-04-23:32:43,eq/Dayton Audio MK402/iir-autoeq-dbx-1215.txt,PK,25.0,0.0,2.14,PK,40.0,0.0,2.14,PK,63.0,0.0,2.14,PK,100.0,0.0,2.14,PK,160.0,0.0,2.14,PK,250.0,0.0,2.14,PK,400.0,0.0,2.14,PK,630.0,0.0,2.14,PK,1000.0,-0.25,2.14,PK,1600.0,0.0,2.14,PK,2500.0,0.25,2.14,PK,4000.0,0.25,2.14,PK,6300.0,-0.5,2.14,PK,10000.0,-0.75,2.14,PK,16000.0,-0.5,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
